,customer_id,name,age,gender,marital_status,education,occupation,salary,loan_amount,credit_limit,credit_utilization,emi_paid,tenure_months,max_dpd,default_status,product_type,enquiry_amount,unique_products_enquired,total_enquiries,transaction_amount,account_balance,is_salary,Credit Card,Home Loan,Personal Loan
2188,658412d9-dc13-4a4b-89ab-1e9bcf16b5f5,Kirsten Charles,68,Female,Divorced,Bachelor,Horticultural consultant,146066,200735.0,111332.0,0.8036727415868901,9.0,32.0,0.0,0.6666666666666666,Home Loan,23523.0,1.0,1.0,0.0,9439.533130005335,0.0,False,True,False
2188,658412d9-dc13-4a4b-89ab-1e9bcf16b5f5,Kirsten Charles,68,Female,Divorced,Bachelor,Horticultural consultant,146066,200735.0,111332.0,0.8036727415868901,9.0,32.0,0.0,0.6666666666666666,Personal Loan,23523.0,1.0,1.0,0.0,9439.533130005335,0.0,False,False,True
2188,658412d9-dc13-4a4b-89ab-1e9bcf16b5f5,Kirsten Charles,68,Female,Divorced,Bachelor,Horticultural consultant,146066,200735.0,111332.0,0.8036727415868901,9.0,32.0,0.0,0.6666666666666666,Credit Card,23523.0,1.0,1.0,0.0,9439.533130005335,0.0,True,False,False
2189,dd319701-3e26-42b7-8e57-d8a22d56a10d,Tammy Moore,23,Female,Single,PhD,"Therapist, occupational",111506,61699.5,71760.5,0.8835065201697943,28.0,52.0,30.0,0.5,Credit Card,284730.3333333333,2.0,3.0,0.0,11388.222863851168,0.0,True,False,False
2190,a48764cf-92fa-4a61-a8d9-0e8b67d9fcb5,Cheryl Lawson,25,Female,Single,Master,Paediatric nurse,25898,,,,,,,,,360495.0,1.0,1.0,4147.166724721703,7368.36401052192,1.0,False,False,False
2191,7d9d751a-580e-46f6-a452-ce3bc673c6eb,Gregory Wilson,41,Male,Divorced,Master,Social worker,105215,87746.5,124644.0,0.29815140482054725,30.0,43.5,30.0,0.0,Home Loan,19349.0,1.0,1.0,5174.614757236309,10231.519827779613,1.0,False,True,False
2191,7d9d751a-580e-46f6-a452-ce3bc673c6eb,Gregory Wilson,41,Male,Divorced,Master,Social worker,105215,87746.5,124644.0,0.29815140482054725,30.0,43.5,30.0,0.0,Credit Card,19349.0,1.0,1.0,5174.614757236309,10231.519827779613,1.0,True,False,False
2192,85046416-04ed-4432-9cff-498bc374aae5,Teresa Salazar,64,Male,Divorced,PhD,Chief Financial Officer,102522,86525.5,108112.0,0.992605958532572,16.0,52.5,30.0,0.5,Credit Card,412839.0,1.0,1.0,0.0,7320.969560070068,0.0,True,False,False
2192,85046416-04ed-4432-9cff-498bc374aae5,Teresa Salazar,64,Male,Divorced,PhD,Chief Financial Officer,102522,86525.5,108112.0,0.992605958532572,16.0,52.5,30.0,0.5,Home Loan,412839.0,1.0,1.0,0.0,7320.969560070068,0.0,False,True,False
2193,f699d71e-b096-4987-bb63-6011c7daa231,Allison Cooper,24,Female,Married,PhD,Press sub,143206,194736.5,,,36.0,28.5,0.0,0.5,Home Loan,,,,0.0,9971.025404224427,0.0,False,True,False
2193,f699d71e-b096-4987-bb63-6011c7daa231,Allison Cooper,24,Female,Married,PhD,Press sub,143206,194736.5,,,36.0,28.5,0.0,0.5,Personal Loan,,,,0.0,9971.025404224427,0.0,False,False,True
2194,b2ce7eb8-f37e-474d-a8ae-aa68b4378a04,Jessica Knox,36,Female,Divorced,Master,"Embryologist, clinical",90734,451134.0,,,18.0,42.0,120.0,0.0,Home Loan,37096.0,1.0,1.0,0.0,14414.44729840276,0.0,False,True,False
2194,b2ce7eb8-f37e-474d-a8ae-aa68b4378a04,Jessica Knox,36,Female,Divorced,Master,"Embryologist, clinical",90734,451134.0,,,18.0,42.0,120.0,0.0,Personal Loan,37096.0,1.0,1.0,0.0,14414.44729840276,0.0,False,False,True
2195,fb0af0a0-88bf-49b6-b1ae-f045494362df,Larry Blackwell,32,Male,Single,High School,Solicitor,74822,198170.5,81572.0,0.12042288608275686,61.0,26.25,90.0,0.75,Credit Card,,,,0.0,7554.09098955194,0.0,True,False,False
2195,fb0af0a0-88bf-49b6-b1ae-f045494362df,Larry Blackwell,32,Male,Single,High School,Solicitor,74822,198170.5,81572.0,0.12042288608275686,61.0,26.25,90.0,0.75,Home Loan,,,,0.0,7554.09098955194,0.0,False,True,False
2196,2c880414-28c6-40db-902e-6aeac068396e,Michael Jones,50,Male,Single,Master,"Social research officer, government",98819,161513.33333333334,,,54.0,38.0,60.0,0.6666666666666666,Home Loan,460803.0,1.0,1.0,1026.341847239246,12482.357824919345,1.0,False,True,False
2196,2c880414-28c6-40db-902e-6aeac068396e,Michael Jones,50,Male,Single,Master,"Social research officer, government",98819,161513.33333333334,,,54.0,38.0,60.0,0.6666666666666666,Personal Loan,460803.0,1.0,1.0,1026.341847239246,12482.357824919345,1.0,False,False,True
2197,84c3a234-19e0-46b9-9d63-0ec8b49b0c8a,Kathleen Hill,34,Female,Single,PhD,"Nurse, learning disability",115852,351709.5,107643.0,0.1829156730360847,58.0,36.0,120.0,0.5,Credit Card,143597.5,3.0,4.0,0.0,11191.755719733812,0.0,True,False,False
2197,84c3a234-19e0-46b9-9d63-0ec8b49b0c8a,Kathleen Hill,34,Female,Single,PhD,"Nurse, learning disability",115852,351709.5,107643.0,0.1829156730360847,58.0,36.0,120.0,0.5,Home Loan,143597.5,3.0,4.0,0.0,11191.755719733812,0.0,False,True,False
2198,42212e56-9628-46cf-befc-faf8af9e6458,Nicole Rogers,22,Male,Married,PhD,"Civil engineer, consulting",145747,170196.42857142858,87352.0,0.23229190812943512,73.0,44.714285714285715,120.0,0.42857142857142855,Personal Loan,163952.33333333334,3.0,3.0,7611.231465047888,6752.712932022606,1.0,False,False,True
2198,42212e56-9628-46cf-befc-faf8af9e6458,Nicole Rogers,22,Male,Married,PhD,"Civil engineer, consulting",145747,170196.42857142858,87352.0,0.23229190812943512,73.0,44.714285714285715,120.0,0.42857142857142855,Credit Card,163952.33333333334,3.0,3.0,7611.231465047888,6752.712932022606,1.0,True,False,False
2199,1daa84df-ddcf-4bee-8025-6d851f1e2b4e,Richard Gilbert,33,Male,Single,Master,Printmaker,121938,208166.0,132930.0,0.36518566548481624,21.0,26.5,90.0,1.0,Personal Loan,67139.0,1.0,1.0,15923.432586339051,8816.027210178174,3.0,False,False,True
2199,1daa84df-ddcf-4bee-8025-6d851f1e2b4e,Richard Gilbert,33,Male,Single,Master,Printmaker,121938,208166.0,132930.0,0.36518566548481624,21.0,26.5,90.0,1.0,Credit Card,67139.0,1.0,1.0,15923.432586339051,8816.027210178174,3.0,True,False,False
2200,4b53dc23-bd8b-4567-b7a2-410f3d3d1c53,Tammy Campbell,19,Female,Single,Bachelor,Chartered management accountant,60607,78059.0,,,27.0,52.0,90.0,1.0,Personal Loan,,,,19235.52389535509,7333.468833185221,3.0,False,False,True
2200,4b53dc23-bd8b-4567-b7a2-410f3d3d1c53,Tammy Campbell,19,Female,Single,Bachelor,Chartered management accountant,60607,78059.0,,,27.0,52.0,90.0,1.0,Home Loan,,,,19235.52389535509,7333.468833185221,3.0,False,True,False
2201,78fdb31e-17d2-43a2-a152-bf16475724d1,Christopher Price,70,Female,Married,PhD,Chief Operating Officer,102061,286721.3333333333,,,44.0,29.0,90.0,1.0,Personal Loan,,,,1785.3880927270277,9802.464271400098,1.0,False,False,True
2201,78fdb31e-17d2-43a2-a152-bf16475724d1,Christopher Price,70,Female,Married,PhD,Chief Operating Officer,102061,286721.3333333333,,,44.0,29.0,90.0,1.0,Home Loan,,,,1785.3880927270277,9802.464271400098,1.0,False,True,False
2202,5b58bbf6-2513-4f4e-8315-8070cfe3ccfc,Brian Peters,28,Male,Single,PhD,Animal nutritionist,131350,222497.5,,,10.0,32.0,30.0,0.0,Personal Loan,,,,0.0,12946.493314623365,0.0,False,False,True
2203,bd17973d-86ba-4220-8c82-46ad2eb3d07e,Joanna Williams,33,Male,Divorced,Bachelor,"Civil engineer, consulting",63147,160145.7142857143,86395.33333333333,0.5523694379089112,77.0,33.285714285714285,120.0,0.42857142857142855,Personal Loan,369627.0,1.0,1.0,9756.957989743494,11803.76088141686,2.0,False,False,True
2203,bd17973d-86ba-4220-8c82-46ad2eb3d07e,Joanna Williams,33,Male,Divorced,Bachelor,"Civil engineer, consulting",63147,160145.7142857143,86395.33333333333,0.5523694379089112,77.0,33.285714285714285,120.0,0.42857142857142855,Credit Card,369627.0,1.0,1.0,9756.957989743494,11803.76088141686,2.0,True,False,False
2203,bd17973d-86ba-4220-8c82-46ad2eb3d07e,Joanna Williams,33,Male,Divorced,Bachelor,"Civil engineer, consulting",63147,160145.7142857143,86395.33333333333,0.5523694379089112,77.0,33.285714285714285,120.0,0.42857142857142855,Home Loan,369627.0,1.0,1.0,9756.957989743494,11803.76088141686,2.0,False,True,False
2204,e465c384-4567-44c5-bab4-e1d4e9512704,Thomas Perez,51,Female,Single,High School,Barrister,146730,317172.0,,,38.0,41.0,15.0,0.5,Home Loan,,,,0.0,12390.75583385861,0.0,False,True,False
2205,564f54c3-0675-4c5c-beaa-fcdccc38e738,Tiffany Pena,69,Male,Single,Master,Careers information officer,45102,166874.0,92643.0,0.4418849678555333,75.0,33.4,120.0,0.4,Credit Card,205425.0,1.0,1.0,0.0,6887.091358399487,0.0,True,False,False
2205,564f54c3-0675-4c5c-beaa-fcdccc38e738,Tiffany Pena,69,Male,Single,Master,Careers information officer,45102,166874.0,92643.0,0.4418849678555333,75.0,33.4,120.0,0.4,Home Loan,205425.0,1.0,1.0,0.0,6887.091358399487,0.0,False,True,False
2206,9a718b86-5c7a-425f-b247-eb7e38ee31b2,Donna Cox,38,Male,Married,Master,Diagnostic radiographer,116673,315489.0,,,15.0,58.0,15.0,1.0,Personal Loan,,,,9014.846059615007,10054.788621316506,1.0,False,False,True
2207,d92b8dd2-d914-4f85-8b50-5351ea4caf9c,Mary Oliver,43,Female,Divorced,Master,Corporate investment banker,127924,110255.5,,,22.0,17.5,15.0,0.0,Home Loan,,,,0.0,14298.409353423305,0.0,False,True,False
2207,d92b8dd2-d914-4f85-8b50-5351ea4caf9c,Mary Oliver,43,Female,Divorced,Master,Corporate investment banker,127924,110255.5,,,22.0,17.5,15.0,0.0,Personal Loan,,,,0.0,14298.409353423305,0.0,False,False,True
2208,c045f462-e5e7-43b6-b5a1-422bdefd417a,Eric Shepherd,61,Male,Married,High School,"Scientist, research (medical)",100624,443609.0,,,7.0,14.0,15.0,1.0,Personal Loan,370996.0,1.0,2.0,17071.40766709424,11753.721278528472,2.0,False,False,True
2209,b7d7b5b1-5c15-427c-8400-007a26a951c9,John Williams,64,Male,Single,Master,Herpetologist,91872,234086.0,91357.0,0.4608061088080106,58.0,30.0,60.0,0.4,Home Loan,21400.0,1.0,1.0,1009.4624640175233,6004.366147967019,1.0,False,True,False
2209,b7d7b5b1-5c15-427c-8400-007a26a951c9,John Williams,64,Male,Single,Master,Herpetologist,91872,234086.0,91357.0,0.4608061088080106,58.0,30.0,60.0,0.4,Credit Card,21400.0,1.0,1.0,1009.4624640175233,6004.366147967019,1.0,True,False,False
2210,30bdaf24-c3d2-4422-bcf5-0fcb01780fc5,Diane Herman,57,Female,Divorced,High School,"Scientist, research (physical sciences)",55308,,,,,,,,,189332.0,1.0,1.0,14229.36523329677,7457.623368218659,2.0,False,False,False
2211,220fb266-a7c7-4554-b514-f2efae95c5ce,Gary Murphy,54,Female,Divorced,Bachelor,"Scientist, biomedical",131083,41274.0,19279.0,0.46154982192925353,30.0,44.5,120.0,0.0,Credit Card,82486.5,1.0,2.0,0.0,7961.82815036814,0.0,True,False,False
2211,220fb266-a7c7-4554-b514-f2efae95c5ce,Gary Murphy,54,Female,Divorced,Bachelor,"Scientist, biomedical",131083,41274.0,19279.0,0.46154982192925353,30.0,44.5,120.0,0.0,Home Loan,82486.5,1.0,2.0,0.0,7961.82815036814,0.0,False,True,False
2212,7732f0fc-a81e-44a8-ab84-d794942a1c13,Jason Little,39,Female,Divorced,PhD,IT trainer,135344,106497.5,12183.0,0.5684536017102287,25.0,24.5,120.0,0.5,Home Loan,174055.0,2.0,2.0,5889.465194708884,4970.226864182969,1.0,False,True,False
2212,7732f0fc-a81e-44a8-ab84-d794942a1c13,Jason Little,39,Female,Divorced,PhD,IT trainer,135344,106497.5,12183.0,0.5684536017102287,25.0,24.5,120.0,0.5,Credit Card,174055.0,2.0,2.0,5889.465194708884,4970.226864182969,1.0,True,False,False
2213,fb742da5-a4e8-464a-ae21-f3d1ffe897f8,Brittany Farley,21,Male,Divorced,Master,Tax adviser,108995,107630.0,91536.0,0.9724070270537472,17.0,19.0,90.0,0.0,Credit Card,,,,0.0,14270.254000599,0.0,True,False,False
2214,51078532-7bfb-4f75-99e4-b999164387f3,Brendan Schmidt,56,Female,Divorced,Bachelor,Armed forces operational officer,67049,258235.33333333334,125591.0,0.6756739552785676,35.0,48.0,90.0,0.3333333333333333,Credit Card,233814.66666666666,2.0,3.0,8580.304543062659,14111.647222656407,1.0,True,False,False
2214,51078532-7bfb-4f75-99e4-b999164387f3,Brendan Schmidt,56,Female,Divorced,Bachelor,Armed forces operational officer,67049,258235.33333333334,125591.0,0.6756739552785676,35.0,48.0,90.0,0.3333333333333333,Personal Loan,233814.66666666666,2.0,3.0,8580.304543062659,14111.647222656407,1.0,False,False,True
2215,e595a3e1-91be-4669-97fd-3c994708be0b,Eric Payne,34,Female,Single,Master,"Designer, ceramics/pottery",69009,271502.0,,,21.0,16.0,120.0,0.0,Personal Loan,,,,9654.622021893894,8223.366637912508,1.0,False,False,True
2216,bf671e68-e838-46f2-a074-c53ab3423450,Jennifer Andrade,63,Male,Married,High School,Museum/gallery exhibitions officer,25243,,,,,,,,,294115.0,1.0,1.0,6661.125433018478,11377.345886038225,1.0,False,False,False
2217,ea0c0b81-03a4-4d63-a4ea-5723b44b1209,Jerry Mckenzie,25,Female,Single,PhD,Wellsite geologist,104938,478954.0,,,1.0,13.0,60.0,1.0,Personal Loan,,,,7319.3684149953815,8571.98553269676,1.0,False,False,True
2218,6b7a2ef9-9d4c-4868-a6df-295f89201696,Gregory Munoz,66,Male,Divorced,Bachelor,Dance movement psychotherapist,32791,250464.8,47700.5,0.28222664200886777,58.0,32.6,90.0,0.6,Personal Loan,,,,0.0,8014.13371595205,0.0,False,False,True
2218,6b7a2ef9-9d4c-4868-a6df-295f89201696,Gregory Munoz,66,Male,Divorced,Bachelor,Dance movement psychotherapist,32791,250464.8,47700.5,0.28222664200886777,58.0,32.6,90.0,0.6,Credit Card,,,,0.0,8014.13371595205,0.0,True,False,False
2219,639b9f0f-83da-42f8-9301-b4f3b56372b9,Charles Evans,57,Female,Divorced,Bachelor,"Editor, magazine features",102999,141735.0,111706.0,0.7300662152619039,90.0,43.666666666666664,120.0,0.6666666666666666,Credit Card,,,,0.0,8622.390860742022,0.0,True,False,False
2219,639b9f0f-83da-42f8-9301-b4f3b56372b9,Charles Evans,57,Female,Divorced,Bachelor,"Editor, magazine features",102999,141735.0,111706.0,0.7300662152619039,90.0,43.666666666666664,120.0,0.6666666666666666,Home Loan,,,,0.0,8622.390860742022,0.0,False,True,False
2219,639b9f0f-83da-42f8-9301-b4f3b56372b9,Charles Evans,57,Female,Divorced,Bachelor,"Editor, magazine features",102999,141735.0,111706.0,0.7300662152619039,90.0,43.666666666666664,120.0,0.6666666666666666,Personal Loan,,,,0.0,8622.390860742022,0.0,False,False,True
2220,8cb6510a-c81e-4885-a29e-1041af918aa8,Nicole Peterson,23,Female,Divorced,Bachelor,Pathologist,114456,23220.0,99101.5,0.5467010662388054,30.0,48.5,120.0,0.0,Credit Card,12399.0,2.0,2.0,9678.136262404756,11385.393638133204,1.0,True,False,False
2221,ba81df65-b1d2-473d-a47c-52bd21cf1855,Stephen Lamb,19,Male,Divorced,Master,Corporate treasurer,53581,165483.0,,,26.0,51.0,120.0,0.5,Home Loan,,,,0.0,12191.543407333174,0.0,False,True,False
2222,8ca27fae-f374-4b4f-b4a2-0daec435b5c5,Matthew Raymond Jr.,64,Male,Single,PhD,Barista,120898,78879.4,134009.5,0.37384326011015157,89.0,36.0,90.0,0.8,Home Loan,,,,8544.926261522536,9752.49100326682,1.0,False,True,False
2222,8ca27fae-f374-4b4f-b4a2-0daec435b5c5,Matthew Raymond Jr.,64,Male,Single,PhD,Barista,120898,78879.4,134009.5,0.37384326011015157,89.0,36.0,90.0,0.8,Credit Card,,,,8544.926261522536,9752.49100326682,1.0,True,False,False
2222,8ca27fae-f374-4b4f-b4a2-0daec435b5c5,Matthew Raymond Jr.,64,Male,Single,PhD,Barista,120898,78879.4,134009.5,0.37384326011015157,89.0,36.0,90.0,0.8,Personal Loan,,,,8544.926261522536,9752.49100326682,1.0,False,False,True
2223,9e355fe1-152d-4fa0-b473-c54ee77ab48c,Tyler Francis,46,Female,Married,PhD,"Engineer, structural",38864,80090.5,113867.0,0.5396095280778928,39.0,19.0,60.0,0.5,Home Loan,,,,4847.249671659279,9460.576915196743,1.0,False,True,False
2223,9e355fe1-152d-4fa0-b473-c54ee77ab48c,Tyler Francis,46,Female,Married,PhD,"Engineer, structural",38864,80090.5,113867.0,0.5396095280778928,39.0,19.0,60.0,0.5,Credit Card,,,,4847.249671659279,9460.576915196743,1.0,True,False,False
2224,7d59d9a0-e62a-4473-9833-093a11a47ee6,Kenneth Chavez,47,Male,Married,Bachelor,Retail banker,57094,144631.0,,,23.0,57.0,60.0,1.0,Home Loan,,,,0.0,18394.869583277967,0.0,False,True,False
2225,c041e609-a533-4fc4-b1ee-c8ddd9d05f12,Eddie Huang,55,Female,Married,PhD,Trading standards officer,116091,86349.0,82608.0,0.7414678443384758,3.0,54.0,60.0,1.0,Credit Card,244120.5,2.0,2.0,0.0,3811.4512692218327,0.0,True,False,False
2226,a84416f0-5847-46b0-85ad-bb486b872c6c,Jonathan Taylor,20,Female,Divorced,PhD,"Clinical scientist, histocompatibility and immunogenetics",136433,432260.0,,,8.0,59.0,30.0,0.0,Personal Loan,,,,0.0,7251.336690828175,0.0,False,False,True
2227,d7808eb0-3f13-4677-bbaa-57eddfd32bf8,Matthew Price,21,Female,Single,PhD,Health visitor,94239,,,,,,,,,157540.0,2.0,2.0,0.0,10297.022138401084,0.0,False,False,False
2228,1c6f4e88-b325-4e9d-b659-2170ffda1364,Kathryn Freeman,24,Male,Single,PhD,Make,101119,88078.8,70621.0,0.9012372674305004,72.0,36.0,90.0,0.0,Credit Card,,,,10345.873476589266,7182.0154881416165,3.0,True,False,False
2228,1c6f4e88-b325-4e9d-b659-2170ffda1364,Kathryn Freeman,24,Male,Single,PhD,Make,101119,88078.8,70621.0,0.9012372674305004,72.0,36.0,90.0,0.0,Personal Loan,,,,10345.873476589266,7182.0154881416165,3.0,False,False,True
2228,1c6f4e88-b325-4e9d-b659-2170ffda1364,Kathryn Freeman,24,Male,Single,PhD,Make,101119,88078.8,70621.0,0.9012372674305004,72.0,36.0,90.0,0.0,Home Loan,,,,10345.873476589266,7182.0154881416165,3.0,False,True,False
2229,0ebb15e5-f6e6-4448-bffb-f78e870299bb,Joshua Jenkins,51,Female,Married,PhD,"Chemist, analytical",22926,382512.3333333333,,,23.0,27.0,90.0,0.3333333333333333,Personal Loan,,,,7258.5067179086,12478.963934764526,1.0,False,False,True
2229,0ebb15e5-f6e6-4448-bffb-f78e870299bb,Joshua Jenkins,51,Female,Married,PhD,"Chemist, analytical",22926,382512.3333333333,,,23.0,27.0,90.0,0.3333333333333333,Home Loan,,,,7258.5067179086,12478.963934764526,1.0,False,True,False
2230,3b523a9d-6658-47ae-8cf4-74cb8890d41a,Valerie Haas,65,Male,Divorced,PhD,Optometrist,48248,39741.0,58546.5,0.394662538715683,37.0,35.0,90.0,0.0,Credit Card,,,,12090.922762638238,10000.433558364542,2.0,True,False,False
2231,8401186e-b8db-4689-ac0b-73a86145fb32,Derek Johnson,25,Male,Married,Bachelor,"Programmer, multimedia",45206,204176.33333333334,130494.0,0.3139456018591052,38.0,37.0,15.0,1.0,Home Loan,392493.0,2.0,2.0,0.0,9055.15727404785,0.0,False,True,False
2231,8401186e-b8db-4689-ac0b-73a86145fb32,Derek Johnson,25,Male,Married,Bachelor,"Programmer, multimedia",45206,204176.33333333334,130494.0,0.3139456018591052,38.0,37.0,15.0,1.0,Credit Card,392493.0,2.0,2.0,0.0,9055.15727404785,0.0,True,False,False
2232,84653866-d5ee-4237-804b-9f2d217173d1,Joseph Poole,60,Male,Single,Bachelor,Lawyer,47876,92695.2,103903.66666666667,0.628887266379225,58.0,21.8,60.0,0.2,Credit Card,211419.33333333334,2.0,3.0,0.0,2378.6173549449054,0.0,True,False,False
2232,84653866-d5ee-4237-804b-9f2d217173d1,Joseph Poole,60,Male,Single,Bachelor,Lawyer,47876,92695.2,103903.66666666667,0.628887266379225,58.0,21.8,60.0,0.2,Personal Loan,211419.33333333334,2.0,3.0,0.0,2378.6173549449054,0.0,False,False,True
2232,84653866-d5ee-4237-804b-9f2d217173d1,Joseph Poole,60,Male,Single,Bachelor,Lawyer,47876,92695.2,103903.66666666667,0.628887266379225,58.0,21.8,60.0,0.2,Home Loan,211419.33333333334,2.0,3.0,0.0,2378.6173549449054,0.0,False,True,False
2233,9f3d8a0d-bf2d-42db-9f09-088dca68e906,Joanne Clark,34,Female,Divorced,PhD,Advertising account planner,136399,133142.0,33917.0,0.463605062284828,11.0,38.333333333333336,120.0,0.3333333333333333,Credit Card,320696.5,1.0,2.0,2632.4452543207567,9279.043751430709,1.0,True,False,False
2233,9f3d8a0d-bf2d-42db-9f09-088dca68e906,Joanne Clark,34,Female,Divorced,PhD,Advertising account planner,136399,133142.0,33917.0,0.463605062284828,11.0,38.333333333333336,120.0,0.3333333333333333,Home Loan,320696.5,1.0,2.0,2632.4452543207567,9279.043751430709,1.0,False,True,False
2234,78b20205-6625-45dc-9e89-9502e7b328c0,Jonathan Cabrera,33,Male,Single,PhD,Amenity horticulturist,42890,236206.66666666666,,,50.0,32.666666666666664,90.0,0.6666666666666666,Personal Loan,,,,6150.057864264591,7422.704393196252,1.0,False,False,True
2234,78b20205-6625-45dc-9e89-9502e7b328c0,Jonathan Cabrera,33,Male,Single,PhD,Amenity horticulturist,42890,236206.66666666666,,,50.0,32.666666666666664,90.0,0.6666666666666666,Home Loan,,,,6150.057864264591,7422.704393196252,1.0,False,True,False
2235,f13e31bb-4711-4cc2-8d49-80050429d482,Jessica Jones,26,Female,Divorced,Bachelor,"Engineer, agricultural",106954,171420.66666666666,,,47.0,33.666666666666664,60.0,0.3333333333333333,Personal Loan,92976.0,1.0,1.0,8934.003869301301,13369.8836207264,1.0,False,False,True
2235,f13e31bb-4711-4cc2-8d49-80050429d482,Jessica Jones,26,Female,Divorced,Bachelor,"Engineer, agricultural",106954,171420.66666666666,,,47.0,33.666666666666664,60.0,0.3333333333333333,Home Loan,92976.0,1.0,1.0,8934.003869301301,13369.8836207264,1.0,False,True,False
2236,394aef1d-6350-4ab8-9bc5-e121e825a8c4,Christine Gordon,20,Male,Married,Bachelor,Airline pilot,45978,70869.0,75556.0,0.9038321929650209,27.0,28.5,120.0,0.5,Credit Card,,,,1784.531457033014,8576.407269212667,1.0,True,False,False
2236,394aef1d-6350-4ab8-9bc5-e121e825a8c4,Christine Gordon,20,Male,Married,Bachelor,Airline pilot,45978,70869.0,75556.0,0.9038321929650209,27.0,28.5,120.0,0.5,Personal Loan,,,,1784.531457033014,8576.407269212667,1.0,False,False,True
2237,98d564eb-2d92-4414-ab50-7f53ba1efbea,Tammy Bishop,22,Male,Divorced,Bachelor,Travel agency manager,81583,359394.0,,,31.0,38.0,30.0,0.0,Personal Loan,84080.0,1.0,1.0,11312.121959480723,14895.285909389577,2.0,False,False,True
